customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,Tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,average_monthly,Match_average_monthly,contract_type_description,phone_type_descrption,internet_type_description
0218-QNVAS,Male,0,Yes,Yes,2,2,1,Bank transfer (automatic),$100.55,"$7,113.75",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150608,$100.55,TRUE,1 Year,Two or More Lines,Fiber Optic
0219-QAERP,Male,0,Yes,No,1,0,1,Credit card (automatic),$19.80,$576.65,No,29,FALSE,FALSE,TRUE,FALSE,FALSE,1,20181125,$19.80,TRUE,1 Year,One Line,No Internet Service
0219-YTZUE,Male,0,Yes,Yes,2,2,0,Bank transfer (automatic),$84.80,$371.90,Yes,4,FALSE,TRUE,TRUE,TRUE,TRUE,3,20201216,$84.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0220-EBGCE,Male,0,No,No,1,2,0,Electronic check,$85.85,$167.30,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210228,$85.85,TRUE,Month-to-Month,One Line,Fiber Optic
0221-NAUXK,Male,0,No,Yes,1,0,1,Bank transfer (automatic),$19.95,$219.50,No,11,FALSE,FALSE,TRUE,FALSE,FALSE,2,20200529,$19.95,TRUE,1 Year,One Line,No Internet Service
0221-WMXNQ,Male,1,No,No,1,2,0,Electronic check,$75.35,$273.40,No,4,FALSE,FALSE,TRUE,TRUE,TRUE,0,20210108,$75.35,TRUE,Month-to-Month,One Line,Fiber Optic
0222-CNVPT,Male,1,No,No,0,1,0,Credit card (automatic),$48.80,"$2,555.05",No,52,FALSE,FALSE,FALSE,TRUE,FALSE,0,20161218,$48.80,TRUE,Month-to-Month,No Phone Service,DSL
0224-HJAPT,Male,0,No,No,2,1,0,Electronic check,$47.15,$223.15,Yes,5,FALSE,TRUE,TRUE,TRUE,TRUE,0,20201206,$47.15,TRUE,Month-to-Month,Two or More Lines,DSL
0224-NIJLP,Male,0,Yes,Yes,1,0,2,Mailed check,$20.15,$165.50,No,8,FALSE,FALSE,TRUE,FALSE,FALSE,3,20200822,$20.15,TRUE,2 Year,One Line,No Internet Service
0224-RLWWD,Female,1,No,No,1,1,0,Electronic check,$44.30,$89.30,No,2,TRUE,FALSE,TRUE,TRUE,TRUE,0,20210226,$44.30,TRUE,Month-to-Month,One Line,DSL
0225-ZORZP,Male,0,No,No,1,2,0,Electronic check,$84.30,$235.05,No,3,FALSE,FALSE,TRUE,TRUE,TRUE,0,20210203,$84.30,TRUE,Month-to-Month,One Line,Fiber Optic
0228-MAUWC,Male,0,No,No,2,1,0,Electronic check,$59.55,"$1,144.60",No,19,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190922,$59.55,TRUE,Month-to-Month,Two or More Lines,DSL
0229-LFJAF,Male,0,No,No,2,1,2,Bank transfer (automatic),$69.65,"$4,908.25",No,70,FALSE,FALSE,TRUE,TRUE,TRUE,0,20150616,$69.65,TRUE,2 Year,Two or More Lines,DSL
0230-UBYPQ,Male,1,Yes,No,0,1,1,Bank transfer (automatic),$36.10,"$2,298.90",No,64,FALSE,FALSE,FALSE,TRUE,FALSE,1,20160109,$36.10,TRUE,1 Year,No Phone Service,DSL
0230-WEQUW,Male,0,Yes,No,0,1,2,Bank transfer (automatic),$56.60,"$3,789.20",No,67,FALSE,FALSE,FALSE,TRUE,FALSE,1,20151001,$56.60,TRUE,2 Year,No Phone Service,DSL
0231-LXVAP,Male,0,No,No,1,2,0,Electronic check,$75.90,$75.90,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210329,$75.90,TRUE,Month-to-Month,One Line,Fiber Optic
0233-FTHAV,Female,0,No,No,2,2,1,Bank transfer (automatic),$79.20,"$4,765.00",No,60,TRUE,FALSE,TRUE,TRUE,TRUE,0,20160425,$79.20,TRUE,1 Year,Two or More Lines,Fiber Optic
0234-TEVTT,Female,0,Yes,Yes,0,1,1,Credit card (automatic),$45.00,"$2,196.30",No,49,TRUE,FALSE,FALSE,TRUE,FALSE,3,20170405,$45.00,TRUE,1 Year,No Phone Service,DSL
0235-KGSLC,Female,0,No,No,1,2,0,Credit card (automatic),$85.55,$85.55,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,20210329,$85.55,TRUE,Month-to-Month,One Line,Fiber Optic
0236-HFWSV,Male,0,No,No,2,2,0,Electronic check,$93.35,"$1,444.65",Yes,15,FALSE,TRUE,TRUE,TRUE,TRUE,0,20200114,$93.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0237-YFUTL,Female,0,Yes,No,2,2,0,Bank transfer (automatic),$109.65,"$5,405.80",No,49,TRUE,FALSE,TRUE,TRUE,TRUE,1,20170321,$109.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0238-WHBIQ,Male,0,Yes,Yes,2,1,2,Credit card (automatic),$89.70,"$6,339.30",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150610,$89.70,TRUE,2 Year,Two or More Lines,DSL
0239-OXEXL,Female,0,No,No,2,2,0,Mailed check,$84.25,"$3,847.60",No,46,TRUE,FALSE,TRUE,TRUE,TRUE,0,20170709,$84.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0244-LGNFY,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),$92.65,"$6,733.00",No,73,TRUE,FALSE,TRUE,TRUE,TRUE,3,20150410,$92.65,TRUE,2 Year,Two or More Lines,DSL
0247-SLUJI,Male,0,Yes,Yes,1,0,0,Mailed check,$19.70,$19.70,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,3,20210329,$19.70,TRUE,Month-to-Month,One Line,No Internet Service
0248-IPDFW,Female,0,No,No,2,1,0,Electronic check,$50.10,$50.10,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,20210329,$50.10,TRUE,Month-to-Month,Two or More Lines,DSL
0248-PGHBZ,Female,1,No,No,1,2,2,Bank transfer (automatic),$92.45,"$6,140.85",No,66,TRUE,FALSE,TRUE,TRUE,TRUE,0,20151017,$92.45,TRUE,2 Year,One Line,Fiber Optic
0253-ZTEOB,Female,0,Yes,Yes,2,1,2,Electronic check,$79.65,"$3,870.30",No,49,TRUE,FALSE,TRUE,TRUE,TRUE,3,20170412,$79.65,TRUE,2 Year,Two or More Lines,DSL
0254-FNMCI,Female,0,No,No,1,2,2,Electronic check,$109.90,"$7,624.20",No,69,TRUE,FALSE,TRUE,TRUE,TRUE,0,20150719,$109.90,TRUE,2 Year,One Line,Fiber Optic
0254-KCJGT,Male,0,Yes,No,2,1,1,Credit card (automatic),$81.40,"$4,354.45",No,53,FALSE,FALSE,TRUE,TRUE,TRUE,1,20161113,$81.40,TRUE,1 Year,Two or More Lines,DSL
0254-WWRKD,Female,0,Yes,Yes,1,1,1,Credit card (automatic),$50.55,"$3,431.75",No,68,TRUE,FALSE,TRUE,TRUE,TRUE,3,20150903,$50.55,TRUE,1 Year,One Line,DSL
0256-LTHVJ,Female,0,Yes,Yes,1,2,0,Electronic check,$81.05,"$2,227.10",Yes,27,TRUE,TRUE,TRUE,TRUE,TRUE,3,20190114,$81.05,TRUE,Month-to-Month,One Line,Fiber Optic
0257-KXZGU,Female,0,Yes,Yes,2,1,0,Bank transfer (automatic),$62.45,"$2,045.55",No,33,TRUE,FALSE,TRUE,TRUE,TRUE,3,20180806,$62.45,TRUE,Month-to-Month,Two or More Lines,DSL
0257-ZESQC,Female,1,Yes,No,1,2,0,Bank transfer (automatic),$75.20,"$1,929.35",Yes,26,TRUE,TRUE,TRUE,TRUE,TRUE,1,20190310,$75.20,TRUE,Month-to-Month,One Line,Fiber Optic
0258-NOKBL,Male,0,No,No,1,2,0,Electronic check,$90.40,$268.45,No,3,FALSE,FALSE,TRUE,TRUE,TRUE,0,20210128,$90.40,TRUE,Month-to-Month,One Line,Fiber Optic
0259-GBZSH,Male,0,No,No,2,2,0,Electronic check,$85.65,$181.50,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210223,$85.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0260-ZDLGK,Female,0,No,Yes,1,1,0,Mailed check,$72.90,$651.40,Yes,9,TRUE,TRUE,TRUE,TRUE,TRUE,2,20200731,$72.90,TRUE,Month-to-Month,One Line,DSL
0263-FJTQO,Male,0,Yes,Yes,2,1,2,Credit card (automatic),$70.50,"$3,486.65",No,49,FALSE,FALSE,TRUE,TRUE,TRUE,3,20170316,$70.50,TRUE,2 Year,Two or More Lines,DSL
0264-CNITK,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),$20.10,"$1,389.60",No,69,TRUE,FALSE,TRUE,FALSE,FALSE,3,20150727,$20.10,TRUE,2 Year,One Line,No Internet Service
0265-EDXBD,Male,1,Yes,No,2,2,0,Electronic check,$74.90,"$2,303.35",Yes,31,FALSE,TRUE,TRUE,TRUE,TRUE,1,20181006,$74.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0265-PSUAE,Female,0,Yes,Yes,1,2,0,Bank transfer (automatic),$100.70,"$1,522.70",No,15,TRUE,FALSE,TRUE,TRUE,TRUE,3,20200125,$100.70,TRUE,Month-to-Month,One Line,Fiber Optic
0266-CLZKZ,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),$105.65,"$6,717.90",No,64,TRUE,FALSE,TRUE,TRUE,TRUE,3,20160111,$105.65,TRUE,2 Year,Two or More Lines,Fiber Optic
0266-GMEAO,Male,0,Yes,Yes,2,2,2,Credit card (automatic),$114.30,"$8,058.55",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150615,$114.30,TRUE,2 Year,Two or More Lines,Fiber Optic
0268-QKIWO,Female,0,No,No,1,0,0,Electronic check,$19.75,$58.85,Yes,3,TRUE,TRUE,TRUE,FALSE,FALSE,0,20210128,$19.75,TRUE,Month-to-Month,One Line,No Internet Service
0269-XFESX,Male,0,Yes,Yes,2,0,1,Mailed check,$24.35,$538.50,No,22,FALSE,FALSE,TRUE,FALSE,FALSE,3,20190626,$24.35,TRUE,1 Year,Two or More Lines,No Internet Service
0270-THENM,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),$69.85,"$5,102.35",No,73,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150330,$69.85,TRUE,2 Year,Two or More Lines,DSL
0274-JKUJR,Male,0,Yes,Yes,0,1,0,Mailed check,$58.85,$465.70,No,8,FALSE,FALSE,FALSE,TRUE,FALSE,3,20200831,$58.85,TRUE,Month-to-Month,No Phone Service,DSL
0277-BKSQP,Male,0,Yes,Yes,1,1,0,Electronic check,$54.40,$475.10,No,9,FALSE,FALSE,TRUE,TRUE,TRUE,3,20200806,$54.40,TRUE,Month-to-Month,One Line,DSL
0277-ORXQS,Male,0,Yes,Yes,0,1,2,Bank transfer (automatic),$50.55,"$3,364.55",No,67,FALSE,FALSE,FALSE,TRUE,FALSE,3,20151013,$50.55,TRUE,2 Year,No Phone Service,DSL
0278-YXOOG,Male,0,No,No,1,0,0,Mailed check,$21.05,$113.85,Yes,5,FALSE,TRUE,TRUE,FALSE,FALSE,0,20201115,$21.05,TRUE,Month-to-Month,One Line,No Internet Service
0280-XJGEX,Male,0,No,No,2,2,0,Bank transfer (automatic),$103.70,"$5,036.30",Yes,49,FALSE,TRUE,TRUE,TRUE,TRUE,0,20170412,$103.70,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0281-CNTZX,Male,0,Yes,No,1,0,2,Bank transfer (automatic),$19.95,"$1,234.80",No,62,FALSE,FALSE,TRUE,FALSE,FALSE,1,20160303,$19.95,TRUE,2 Year,One Line,No Internet Service
0282-NVSJS,Female,1,Yes,Yes,0,1,0,Mailed check,$29.30,$355.90,No,12,TRUE,FALSE,FALSE,TRUE,FALSE,3,20200424,$29.30,TRUE,Month-to-Month,No Phone Service,DSL
0285-INHLN,Male,0,Yes,Yes,1,1,0,Credit card (automatic),$54.75,"$1,510.30",No,28,FALSE,FALSE,TRUE,TRUE,TRUE,3,20190110,$54.75,TRUE,Month-to-Month,One Line,DSL
0289-IVARM,Female,0,No,No,1,1,0,Electronic check,$60.55,"$1,982.60",No,33,TRUE,FALSE,TRUE,TRUE,TRUE,0,20180807,$60.55,TRUE,Month-to-Month,One Line,DSL
0292-WEGCH,Female,0,Yes,Yes,2,1,0,Electronic check,$86.20,"$4,524.05",No,52,TRUE,FALSE,TRUE,TRUE,TRUE,3,20161214,$86.20,TRUE,Month-to-Month,Two or More Lines,DSL
0295-PPHDO,Male,0,No,No,2,2,0,Electronic check,$95.45,$95.45,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210329,$95.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0295-QVKPB,Male,0,No,No,1,1,0,Credit card (automatic),$63.95,$318.10,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,0,20201128,$63.95,TRUE,Month-to-Month,One Line,DSL
0297-RBCSG,Male,0,No,No,1,1,1,Bank transfer (automatic),$65.35,"$1,231.85",No,19,FALSE,FALSE,TRUE,TRUE,TRUE,0,20191003,$65.35,TRUE,1 Year,One Line,DSL
0298-XACET,Male,0,Yes,Yes,0,1,2,Mailed check,$50.20,"$2,554.00",No,51,FALSE,FALSE,FALSE,TRUE,FALSE,3,20170201,$50.20,TRUE,2 Year,No Phone Service,DSL
0301-FIDRB,Female,0,Yes,Yes,0,1,2,Bank transfer (automatic),$63.80,"$4,684.30",No,73,TRUE,FALSE,FALSE,TRUE,FALSE,3,20150318,$63.80,TRUE,2 Year,No Phone Service,DSL
0301-KOBTQ,Male,0,No,No,1,0,2,Bank transfer (automatic),$20.05,$614.45,No,31,FALSE,FALSE,TRUE,FALSE,FALSE,0,20181009,$20.05,TRUE,2 Year,One Line,No Internet Service
0302-JOIVN,Female,0,Yes,No,1,2,0,Electronic check,$101.15,$842.90,Yes,8,TRUE,TRUE,TRUE,TRUE,TRUE,1,20200818,$101.15,TRUE,Month-to-Month,One Line,Fiber Optic
0303-UNCIP,Male,0,No,No,2,1,1,Mailed check,$65.00,"$2,531.80",No,39,FALSE,FALSE,TRUE,TRUE,TRUE,0,20180130,$65.00,TRUE,1 Year,Two or More Lines,DSL
0303-WMMRN,Male,0,No,No,1,0,0,Mailed check,$19.25,$86.05,No,4,FALSE,FALSE,TRUE,FALSE,FALSE,0,20201214,$19.25,TRUE,Month-to-Month,One Line,No Internet Service
0305-SQECB,Female,0,No,Yes,0,1,1,Mailed check,$36.05,$402.60,No,11,TRUE,FALSE,FALSE,TRUE,FALSE,2,20200524,$36.05,TRUE,1 Year,No Phone Service,DSL
0306-JAELE,Male,0,No,No,1,2,0,Electronic check,$96.10,$453.40,Yes,5,FALSE,TRUE,TRUE,TRUE,TRUE,0,20201206,$96.10,TRUE,Month-to-Month,One Line,Fiber Optic
0307-BCOPK,Female,0,No,No,1,0,1,Mailed check,$19.05,$326.65,No,17,TRUE,FALSE,TRUE,FALSE,FALSE,0,20191124,$19.05,TRUE,1 Year,One Line,No Internet Service
0308-GIQJT,Male,1,No,No,2,2,1,Bank transfer (automatic),$105.75,"$7,382.85",No,70,FALSE,FALSE,TRUE,TRUE,TRUE,0,20150706,$105.75,TRUE,1 Year,Two or More Lines,Fiber Optic
0308-IVGOK,Female,0,No,No,0,1,1,Credit card (automatic),$40.40,$422.60,No,10,TRUE,FALSE,FALSE,TRUE,FALSE,0,20200614,$40.40,TRUE,1 Year,No Phone Service,DSL
0310-MVLET,Female,0,Yes,Yes,2,2,0,Electronic check,$99.15,"$6,010.05",Yes,61,TRUE,TRUE,TRUE,TRUE,TRUE,3,20160411,$99.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0310-SUCIN,Female,0,Yes,No,1,1,1,Bank transfer (automatic),$84.80,"$6,046.10",No,71,TRUE,FALSE,TRUE,TRUE,TRUE,1,20150522,$84.80,TRUE,1 Year,One Line,DSL
0310-VQXAM,Male,0,No,No,1,0,0,Mailed check,$19.85,$178.80,No,9,FALSE,FALSE,TRUE,FALSE,FALSE,0,20200729,$19.85,TRUE,Month-to-Month,One Line,No Internet Service
0311-QYWSS,Female,0,No,No,1,1,0,Electronic check,$49.45,$314.60,No,6,TRUE,FALSE,TRUE,TRUE,TRUE,0,20201017,$49.45,TRUE,Month-to-Month,One Line,DSL
0311-UNPFF,Female,0,No,No,1,2,0,Bank transfer (automatic),$88.80,"$2,274.35",Yes,26,TRUE,TRUE,TRUE,TRUE,TRUE,0,20190311,$88.80,TRUE,Month-to-Month,One Line,Fiber Optic
0314-TKOSI,Female,0,No,No,1,1,0,Mailed check,$55.15,$322.90,No,6,TRUE,FALSE,TRUE,TRUE,TRUE,0,20201101,$55.15,TRUE,Month-to-Month,One Line,DSL
0315-LVCRK,Male,0,No,No,1,2,0,Electronic check,$84.80,$888.75,No,10,FALSE,FALSE,TRUE,TRUE,TRUE,0,20200614,$84.80,TRUE,Month-to-Month,One Line,Fiber Optic
0318-QUUOB,Male,0,Yes,No,1,2,0,Electronic check,$80.55,$80.55,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,1,20210329,$80.55,TRUE,Month-to-Month,One Line,Fiber Optic
0318-ZOPWS,Female,0,Yes,No,1,0,2,Bank transfer (automatic),$20.15,$973.35,No,48,TRUE,FALSE,TRUE,FALSE,FALSE,1,20170420,$20.15,TRUE,2 Year,One Line,No Internet Service
0319-QZTCO,Female,0,Yes,Yes,1,1,0,Credit card (automatic),$58.70,$168.60,No,3,TRUE,FALSE,TRUE,TRUE,TRUE,3,20210131,$58.70,TRUE,Month-to-Month,One Line,DSL
0320-DWVTU,Female,0,No,No,1,2,2,Mailed check,$99.50,"$5,424.25",No,55,TRUE,FALSE,TRUE,TRUE,TRUE,0,20161013,$99.50,TRUE,2 Year,One Line,Fiber Optic
0320-JDNQG,Male,0,Yes,Yes,1,2,0,Electronic check,$99.85,"$2,331.30",Yes,23,FALSE,TRUE,TRUE,TRUE,TRUE,3,20190519,$99.85,TRUE,Month-to-Month,One Line,Fiber Optic
0322-CHQRU,Male,0,No,No,1,1,0,Electronic check,$45.35,$89.50,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210227,$45.35,TRUE,Month-to-Month,One Line,DSL
0322-YINQP,Male,0,No,No,1,1,0,Mailed check,$48.55,$48.55,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210329,$48.55,TRUE,Month-to-Month,One Line,DSL
0323-XWWTN,Male,0,No,Yes,2,0,2,Mailed check,$26.40,$121.25,No,5,FALSE,FALSE,TRUE,FALSE,FALSE,2,20201210,$26.40,TRUE,2 Year,Two or More Lines,No Internet Service
0324-BRPCJ,Female,1,Yes,No,2,2,0,Electronic check,$100.20,"$6,851.65",Yes,68,TRUE,TRUE,TRUE,TRUE,TRUE,1,20150819,$100.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0325-XBFAC,Male,0,No,No,1,2,0,Electronic check,$94.70,$740.30,Yes,8,FALSE,TRUE,TRUE,TRUE,TRUE,0,20200903,$94.70,TRUE,Month-to-Month,One Line,Fiber Optic
0326-VDYXE,Female,0,Yes,No,2,2,1,Electronic check,$97.65,"$6,982.50",No,72,TRUE,FALSE,TRUE,TRUE,TRUE,1,20150516,$97.65,TRUE,1 Year,Two or More Lines,Fiber Optic
0327-WFZSY,Male,0,Yes,Yes,2,2,1,Electronic check,$100.00,"$3,835.55",No,38,FALSE,FALSE,TRUE,TRUE,TRUE,3,20180217,$100.00,TRUE,1 Year,Two or More Lines,Fiber Optic
0328-GRPMV,Female,0,No,No,1,2,0,Electronic check,$70.10,$70.10,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,20210329,$70.10,TRUE,Month-to-Month,One Line,Fiber Optic
0329-GTIAJ,Female,0,No,No,1,2,0,Electronic check,$97.90,$315.30,Yes,3,TRUE,TRUE,TRUE,TRUE,TRUE,0,20210121,$97.90,TRUE,Month-to-Month,One Line,Fiber Optic
0330-BGYZE,Male,0,Yes,No,2,2,1,Bank transfer (automatic),$102.50,"$6,157.60",No,60,FALSE,FALSE,TRUE,TRUE,TRUE,1,20160427,$102.50,TRUE,1 Year,Two or More Lines,Fiber Optic
0330-IVZHA,Female,0,Yes,No,1,2,0,Electronic check,$69.95,$330.15,Yes,5,TRUE,TRUE,TRUE,TRUE,TRUE,1,20201206,$69.95,TRUE,Month-to-Month,One Line,Fiber Optic
0334-GDDSO,Male,1,No,No,2,2,0,Electronic check,$81.35,$233.70,Yes,3,FALSE,TRUE,TRUE,TRUE,TRUE,0,20210131,$81.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0334-ZFJSR,Female,0,Yes,No,2,1,1,Credit card (automatic),$66.05,"$3,462.10",No,52,TRUE,FALSE,TRUE,TRUE,TRUE,1,20161216,$66.05,TRUE,1 Year,Two or More Lines,DSL
0336-KXKFK,Male,0,No,No,0,1,2,Credit card (automatic),$61.20,"$4,390.25",No,72,FALSE,FALSE,FALSE,TRUE,FALSE,0,20150509,$61.20,TRUE,2 Year,No Phone Service,DSL
0336-PIKEI,Male,1,Yes,No,1,1,2,Bank transfer (automatic),$74.40,"$5,360.75",No,72,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150429,$74.40,TRUE,2 Year,One Line,DSL
0337-CNPZE,Female,0,No,No,2,2,0,Electronic check,$106.30,"$4,443.45",Yes,42,TRUE,TRUE,TRUE,TRUE,TRUE,0,20171104,$106.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0343-QLUZP,Male,0,No,No,0,1,2,Bank transfer (automatic),$39.60,"$2,424.50",No,61,FALSE,FALSE,FALSE,TRUE,FALSE,0,20160323,$39.60,TRUE,2 Year,No Phone Service,DSL
0345-HKJVM,Female,0,No,No,1,2,0,Electronic check,$89.30,$577.60,Yes,6,TRUE,TRUE,TRUE,TRUE,TRUE,0,20201014,$89.30,TRUE,Month-to-Month,One Line,Fiber Optic
0345-XMMUG,Female,0,Yes,No,2,2,2,Credit card (automatic),$108.90,"$4,854.30",No,45,TRUE,FALSE,TRUE,TRUE,TRUE,1,20170812,$108.90,TRUE,2 Year,Two or More Lines,Fiber Optic
0347-UBKUZ,Female,0,No,No,1,0,0,Mailed check,$19.90,$320.45,No,16,TRUE,FALSE,TRUE,FALSE,FALSE,0,20191226,$19.90,TRUE,Month-to-Month,One Line,No Internet Service
0348-SDKOL,Female,0,Yes,No,2,2,0,Credit card (automatic),$102.10,"$5,885.40",Yes,58,TRUE,TRUE,TRUE,TRUE,TRUE,1,20160710,$102.10,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0354-VXMJC,Male,0,Yes,Yes,1,0,2,Credit card (automatic),$19.60,$426.65,No,22,FALSE,FALSE,TRUE,FALSE,FALSE,3,20190706,$19.60,TRUE,2 Year,One Line,No Internet Service
0354-WYROK,Female,1,Yes,Yes,1,2,0,Electronic check,$98.90,"$2,911.30",Yes,29,TRUE,TRUE,TRUE,TRUE,TRUE,3,20181115,$98.90,TRUE,Month-to-Month,One Line,Fiber Optic
0356-ERHVT,Male,0,Yes,No,1,1,0,Bank transfer (automatic),$45.90,$521.90,No,11,FALSE,FALSE,TRUE,TRUE,TRUE,1,20200518,$45.90,TRUE,Month-to-Month,One Line,DSL
0356-OBMAC,Female,1,No,No,2,2,2,Bank transfer (automatic),$99.90,"$5,706.30",No,57,TRUE,FALSE,TRUE,TRUE,TRUE,0,20160726,$99.90,TRUE,2 Year,Two or More Lines,Fiber Optic
0357-NVCRI,Female,0,No,Yes,1,0,0,Credit card (automatic),$20.05,$471.70,No,24,TRUE,FALSE,TRUE,FALSE,FALSE,2,20190514,$20.05,TRUE,Month-to-Month,One Line,No Internet Service
0361-HJRDX,Female,0,No,No,0,1,2,Credit card (automatic),$64.35,"$4,539.60",No,71,TRUE,FALSE,FALSE,TRUE,FALSE,0,20150614,$64.35,TRUE,2 Year,No Phone Service,DSL
0362-RAOQO,Female,0,No,No,1,0,2,Credit card (automatic),$19.65,$830.25,No,42,TRUE,FALSE,TRUE,FALSE,FALSE,0,20171021,$19.65,TRUE,2 Year,One Line,No Internet Service
0362-ZBZWJ,Male,0,No,No,2,2,0,Electronic check,$84.90,"$3,067.20",Yes,36,FALSE,TRUE,TRUE,TRUE,TRUE,0,20180426,$84.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0363-QJVFX,Male,0,No,No,2,2,0,Credit card (automatic),$108.15,"$3,432.90",Yes,32,FALSE,TRUE,TRUE,TRUE,TRUE,0,20180906,$108.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0363-SVHYR,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),$86.85,"$6,263.80",No,72,FALSE,FALSE,TRUE,TRUE,TRUE,3,20150427,$86.85,TRUE,2 Year,Two or More Lines,DSL
0365-BZUWY,Male,0,Yes,No,2,2,0,Electronic check,$102.55,"$1,742.50",No,17,FALSE,FALSE,TRUE,TRUE,TRUE,1,20191129,$102.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0365-GXEZS,Male,0,Yes,No,1,2,0,Electronic check,$78.20,"$1,468.75",No,19,FALSE,FALSE,TRUE,TRUE,TRUE,1,20191005,$78.20,TRUE,Month-to-Month,One Line,Fiber Optic
0365-TRTPY,Female,0,No,No,2,2,0,Bank transfer (automatic),$91.20,"$3,382.30",No,37,TRUE,FALSE,TRUE,TRUE,TRUE,0,20180327,$91.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0366-NQSHS,Male,0,No,No,1,0,0,Mailed check,$19.35,$46.35,No,2,FALSE,FALSE,TRUE,FALSE,FALSE,0,20210215,$19.35,TRUE,Month-to-Month,One Line,No Internet Service
0369-ZGOVK,Female,0,Yes,Yes,1,2,1,Bank transfer (automatic),$70.40,"$1,992.20",No,28,TRUE,FALSE,TRUE,TRUE,TRUE,3,20181220,$70.40,TRUE,1 Year,One Line,Fiber Optic
0373-AIVNJ,Male,0,No,No,0,1,1,Mailed check,$39.55,$373.00,No,9,FALSE,FALSE,FALSE,TRUE,FALSE,0,20200716,$39.55,TRUE,1 Year,No Phone Service,DSL
0374-AACSZ,Female,0,No,No,1,1,0,Electronic check,$50.15,$50.15,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,20210329,$50.15,TRUE,Month-to-Month,One Line,DSL
0374-FIUCA,Male,0,Yes,No,1,0,2,Credit card (automatic),$20.40,"$1,414.45",No,69,FALSE,FALSE,TRUE,FALSE,FALSE,1,20150721,$20.40,TRUE,2 Year,One Line,No Internet Service
0374-IOEGQ,Female,0,No,No,1,1,0,Electronic check,$44.60,$122.70,No,3,TRUE,FALSE,TRUE,TRUE,TRUE,0,20210204,$44.60,TRUE,Month-to-Month,One Line,DSL
0375-HVGXO,Female,0,No,No,0,1,0,Electronic check,$34.70,$34.70,Yes,1,TRUE,TRUE,FALSE,TRUE,FALSE,0,20210329,$34.70,TRUE,Month-to-Month,No Phone Service,DSL
0376-OIWME,Male,0,Yes,No,1,2,0,Electronic check,$93.60,"$3,366.05",No,36,FALSE,FALSE,TRUE,TRUE,TRUE,1,20180501,$93.60,TRUE,Month-to-Month,One Line,Fiber Optic
0376-YMCJC,Male,0,No,No,2,2,0,Electronic check,$90.60,"$1,943.20",Yes,21,FALSE,TRUE,TRUE,TRUE,TRUE,0,20190716,$90.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
0377-JBKKT,Male,0,Yes,Yes,1,1,0,Mailed check,$57.95,"$1,271.80",No,22,FALSE,FALSE,TRUE,TRUE,TRUE,3,20190701,$57.95,TRUE,Month-to-Month,One Line,DSL
